
100	5	0.001649	0.000383
200	5	0.004155	0.001258
300	5	0.007997	0.002976
400	5	0.006783	0.005001
500	5	0.01065	0.007947
600	5	0.015369	0.011104
700	5	0.021005	0.014873
800	5	0.027109	0.01897
900	5	0.033971	0.024205
1000	5	0.042124	0.030189
1100	5	0.051859	0.036471
1200	5	0.063207	0.043395
1300	5	0.071817	0.051315
1400	5	0.082401	0.059065
1500	5	0.094227	0.067777
1600	5	0.10809	0.076955
1700	5	0.121492	0.087736
1800	5	0.136851	0.098657
1900	5	0.152728	0.109103
2000	5	0.171267	0.120331
2100	5	0.187101	0.132288
2200	5	0.205909	0.146245
2300	5	0.223367	0.159771
2400	5	0.243077	0.177563
2500	5	0.260473	0.186304
2600	5	0.281369	0.202835
2700	5	0.310454	0.219311
2800	5	0.328281	0.235555
2900	5	0.351479	0.251861
3000	5	0.37349	0.270751
3100	5	0.402178	0.288046
3200	5	0.428246	0.307594
3300	5	0.451308	0.327377
3400	5	0.483643	0.346634
3500	5	0.500603	0.364849
3600	5	0.531804	0.387757
3700	5	0.572963	0.411046
3800	5	0.601016	0.434958
3900	5	0.638977	0.457145
4000	5	0.666071	0.481685
4100	5	0.697543	0.507186
4200	5	0.733991	0.532103
4300	5	0.762996	0.55097
4400	5	0.80307	0.57705
4500	5	0.830212	0.601996
4600	5	0.872269	0.634963
4700	5	0.924221	0.664362
4800	5	0.969569	0.69479
4900	5	0.998911	0.721857
5000	5	1.04324	0.745557
10	100	0.001426	0.001178
10	200	0.005855	0.004638
10	300	0.012852	0.012049
10	400	0.023501	0.018939
10	500	0.036339	0.029411
10	600	0.051947	0.042185
10	700	0.070614	0.057552
10	800	0.093011	0.074627
10	900	0.116708	0.09565
10	1000	0.148	0.117173
10	1100	0.174831	0.142362
10	1200	0.205769	0.167215
10	1300	0.240215	0.199209
10	1400	0.281468	0.230515
10	1500	0.322212	0.267085
10	1600	0.364875	0.300879
10	1700	0.415253	0.340973
10	1800	0.462679	0.381818
10	1900	0.52136	0.42622
10	2000	0.576794	0.473808
10	2100	0.630778	0.522419
10	2200	0.695137	0.56988
10	2300	0.749585	0.629704
10	2400	0.8218	0.681785
10	2500	0.897095	0.74211
10	2600	0.965396	0.8011
10	2700	1.04331	0.863787
10	2800	1.12072	0.929779
10	2900	1.19301	0.992569
10	3000	1.29007	1.06082
10	3100	1.37231	1.12835
10	3200	1.46	1.2154
10	3300	1.55432	1.28986
10	3400	1.6562	1.37102
10	3500	1.74572	1.45331
10	3600	1.85027	1.52134
10	3700	1.93722	1.63215
10	3800	2.0483	1.69861
10	3900	2.15767	1.78906
10	4000	2.29249	1.88507
10	4100	2.4023	1.98786
10	4200	2.49733	2.07837
10	4300	2.64289	2.18354
10	4400	2.76183	2.29844
10	4500	2.87888	2.39631
10	4600	3.01168	2.49672
10	4700	3.13428	2.60947
10	4800	3.26046	2.73094
10	4900	3.42112	2.8316
10	5000	3.5557	2.95535
