TRI_FACILITY_ID,REGION,FAC_LONGITUDE,FAC_LATITUDE
90270WWHNR5920A,9,1174825,331015
7976WHLLBR6155W,6,,
55379NLNDC3900S,5,932819,444756
55816DMNDT4702G,5,929211,464650
75116VCMNC822DU,6,965430,323900
59634MRKSM15LUM,8,1115827,462821
30316MSTRC905ME,4,334530,842230
55112NTRNT1300R,5,930923,450301
91803NTRNT1000M,9,1180910,340505
07735NTRNT1515H,2,740905,402608
27577LMPML210N2,4,782018,353031
92867CRDLC1825W,9,1175219,334811
77705CLRKR9406W,6,935813,295110
10923CVNTR55RAI,2,735925,411202
47591NDNFRUSRTE,5,874261,386811
19144VZMNF335EP,3,751030,400230
38701VLSCFHIGHW,4,910758,332020
48444VLSCF415SB,5,830530,430130
01453VRTPLSCOTT,1,714500,423100
35474LWTRNCRACK,4,873731,330035
48050GNRLF43800,5,832830,422850
90813GLDBN1850W,9,1181304,334643
60062GNRLF1685S,5,874940,420718
48917LNSNG3725S,5,843925,424132
20743NKCXX9020E,3,765138,385335
27889STNDYCLARK,4,770340,353130
92029SCRCT271WI,9,,
11050NDSTR7HARB,2,733944,404845
11236NDSTR82040,2,735417,403820
63115KLLRK3940M,7,901405,383906
77507RFRMP9950C,6,950202,293737
2789WRNKRW16THR,4,,
11413VTRNP22715,2,734500,403800
60007NDSTR901GR,5,880026,420010
60647RLNDS181NC,5,874259,415450
63110KRTZC1421T,7,901330,383630
61021RYNRG1101E,5,892743,415103
52655JSJNCHWY34,7,911421,404940
06022NRTDY146PO,1,725540,414940
63042VTKSY595AN,7,902615,384652
28217NDSTR3520T,4,805240,351140
77021NDSTR4200P,6,952124,294218
68102NDSTR1015N,7,955602,411617
0187WDRFLW12LUM,1,0,0
07114KNGSL308MI,2,741505,404507
62739MRNCR134CI,5,892411,390331
78204NDSTR2805S,6,983015,292348
61081FRNTZ3201W,5,894407,414801
43223HFNCX845HA,5,830229,395623
94565GNRLCNICHO,9,1215910,380248
2015WGNSVL1455L,3,,
72209HRCRS3100W,6,921845,344123
06382STHMS141DE,1,720550,412607
53013NDSTR202EA,5,894400,432800
5600WWLLSM161SU,5,,
10474GNRLG652WH,2,735210,401000
30824VGRTN148VI,4,823155,332717
50501MRCNC26QUA,7,940742,422946
11590GNRLN172SP,2,733535,404545
77015SKMGN2237H,6,951008,294548
92131JHNSN10080,9,1170631,325408
46540VKNGF300YO,5,854213,414110
76179NRTHM509BU,6,972158,325132
56302VSNSL70054,5,940820,453400
55337CMSTN23WCL,5,,
6123WMMFXX82SE1,5,,
37821VRCMFRTE7R,4,360200,831100
5604WRVRSD22119,5,,
45012VBRFN8491S,5,842940,392100
18042VCTRB1118S,3,,
10474VCTRP650TI,2,735340,404935
71701GNRLDROUTE,6,924532,333710
92131GNRLD12500,9,1165917,325537
91311VSHNC9631D,9,1183518,341448
23805VRGNB2851S,3,772138,371147
66215VTRNR12340,7,944334,385802
16050KPPRSMAINS,3,794228,410112
6155WQKRTP1115G,5,,
46804NDNCT4301E,5,852914,412044
8090WGGRGT3749N,8,,
61602CSTTC1100S,5,893554,404113
48060JRVSB2210B,5,822705,425725
94565MPRLW1401L,9,1215116,380058
60119RCTVS404WN,5,882837,415327
08854HLMNW1110C,2,742725,403307
72301DZNTR301WY,6,901133,350626
8200WMNTNS4511S,8,,
12428VWFMRROUTE,2,742317,414320
82301CRWNS1523E,8,1071337,414648
85322PXCHM32105,9,444465,332172
72006RKNSSHWY33,6,912215,351526
62703GRWMR1500A,5,893751,394523
60018GTDRC111RA,5,875501,421131
01938GTPRDDOCKA,1,705018,424040
21225STHRNSTAHL,3,763800,392000
5044WSBFND14383,7,,
78217GRNLG10511,6,982701,293215
28163TXTRN614NC,4,802534,351420
39501NDLLM19003,4,890505,332323
2179WCLDWL985PR,3,,
82717TRTNC9543N,8,1053151,442607
21835STRNSRFD1X,3,759374,385574
62069MNNLM415EM,5,0,0
28092LNCLNHWY32,4,811523,352915
23225VNTNM5421D,3,772954,373030
27893DNNRB2401W,4,775505,354210
45373DNNRBDYEMI,5,841200,400200
90670DNFCL11106,9,1173025,324018
22026PSSMP19000,3,771650,383212
45014GNRLP9461L,5,843246,391947
60033GNRLP201EB,5,883645,422448
42066GNRLTONEGE,4,883830,364710
6230WPRNCG221PR,5,,
07512HFFMN970RI,2,741431,405427
17022FLTWDPOBOX,3,763450,405101
60638GNRLP6600S,5,874642,414619
14692GNRLR801WE,2,773942,430856
55427HNYWL6300O,5,932145,445910
73105WDDSG2921N,6,973654,352541
75013PHTRN601MI,6,964040,330539
91761PCFBF1500S,9,1173600,340500
62451LNCLN146N1,5,873753,390014
48131DNDCM6211N,5,833925,415930
17402FNCRL3750E,3,763840,395907
06096HGCMP580SP,1,723800,415700
46241NDNFR2435K,5,861526,394207
92626VLCRC1267L,9,1175441,334042
80020VLCRC555AL,8,1050534,395457
02171NDSTR2226D,1,710217,421656
80906NMSCR2150E,8,1044941,384438
17821STRCKRR8BO,3,764223,410453
44601THGNC22790,5,810440,405500
5504WNRTHS2173N,5,,
45891VRCPR1202I,5,843452,405213
5085WCNTRL35ECL,7,,
35807NTRGR1MADI,4,864500,344011
6283WSSRTH11WWA,5,,
91730NTRMT9393A,9,1173615,340600
30086DTZGN4920L,4,841022,334944
83501CLMNL335MI,10,1165856,462514
35803GNRLS13205,4,863340,343528
37601GNRLS102SO,4,822022,361946
07601HLCRB82BUR,2,740230,405423
14150SGRKK570FI,2,785110,430049
76706DTZMM500LA,6,971300,313700
35803PRKRH11543,4,863401,343709
27262HRRSS2525E,4,795900,355714
46320MPRLW724HO,5,873038,413730
94509MPRLW1701W,9,1214640,380045
24171TGRGV727RI,3,801404,363820
01040MPRLM717MA,1,723708,421129
97230MPRLM2271N,10,1222254,453214
86022CRWNS1420N,9,1123148,365920
99215MPRLWN2315,10,1171213,474040
04330DGTLQ500CI,1,694745,442206
7362WRPHGS8MILE,6,,
98421HYGRD1636E,10,1220532,471505
1622WPLFLX76ELJ,3,,
78415MRBLD2005S,6,970000,270000
13503DVNBR200SE,2,751541,430501
5707WCNCRT221AL,8,,
77477CMXST4122S,6,953432,293728
22701CLPPRROUTE,3,775949,382823
21229SHDDS3701S,3,764056,391606
60608DLRLL2512W,5,874121,415055
84044HRCLS6800W,8,1120500,404000
90250TRBLX4801W,9,1185001,340000
94804CMRCS1200S,9,1221940,375447
11590TLTYM700MA,2,733220,404540
02322HRMTT100LA,1,710157,420722
77218GHRML16727,6,954025,294717
37015TRTNB15BLU,4,870050,361334
97212VLVLN2308N,10,1224027,453222
31408RHMMN139BR,4,810840,320630
23224THLNG3411S,3,772753,373649
64127THVLS2104E,7,943303,395015
60101THLNG669WI,5,875934,415528
48192DVRSY1626B,5,830903,421308
28601HCKRY379TH,4,811908,354416
27260THVLS1647E,4,800354,355307
36462VNTYF624SO,4,872100,312800
17402SGNTR480EA,3,764302,395755
33982HDSNT5474W,4,820244,265546
85284CCMPS2055E,9,1115300,332100
27713VLSSS4918P,4,785333,355342
23237NDLCH2540B,3,772557,372436
14782VNSNS616SI,2,791543,421543
5321WNVCNS645N5,5,,
30207VNTGP907BL,4,840037,334152
19897CMRCS587OL,3,754200,393900
33431NTRNT1000N,4,800640,262325
95112BMXXX2020S,9,1215254,372223
60617SSSTH79THS,5,873150,414420
37744HRDLC603BO,4,824845,361045
23323CHSPK2701V,3,761807,364616
48060HRNMN2347D,5,822711,435700
48061HRNST26551,5,822635,425636
90065VLLYP2701S,9,1181430,340635
17331TZQLT1437B,3,774410,395730
17331TZQLT861CA,3,394408,773008
61201LLNSL32124,5,903348,413031
63353VLLYSSOUTH,7,910351,392603
80501DRSSL1301I,8,1050606,400808
08822HNTRDRT616,2,745800,403400
31068CRGLLHWY90,4,840653,321557
50518VNDSTPOBOX,7,942155,423100
48185VNDRS1515N,5,832417,421752
30344CNVRT2247L,4,842631,334135
6350WWRRNC42WNR,7,,
32514HYGCC7330N,4,872010,304020
62948NTDTCRTE2H,5,890324,374842
54956NNHBR223ED,5,882738,441135
41041NTDSTFOSTE,4,834320,382500
33634NTDTC5100W,4,803248,280127
02940NNNDS10ADM,1,762600,415135
23879GRGPCUS301,3,773129,364125
92707GLLDC1230E,9,1175117,334309
90040CHMFX6423B,9,1180850,1452510
38107CHMLN1213E,4,900111,350955
35620NTRNT18771,4,865912,365558
99611NCLCHMILE2,10,1512245,604028
57702STHDK501NO,8,1031607,440523
28092NRTHSNORTH,4,1350000,635000
63166CLGNV7501P,7,0,0
34643NVRSL8801E,4,824530,275340
92705NVRSL1800E,9,1175154,334548
2880WDVSTL4MEAD,4,,
29115STRFL94CRS,4,,
23867BRSHD2230W,3,773124,364938
23901GMNFR12HAU,3,782339,371846
45215NTDST600RE,5,842745,391546
75228NTDST12010,6,963937,325129
98188LBRNK17300,10,1221448,472638
01085WSTFL68NOR,1,724441,420753
6408WZRKRD2566E,7,,
90245HGHSR2175P,9,1182320,335455
90509HGHSR3100W,9,1182025,334837
70075CHMCT3100A,6,295545,895600
35740TNNSS101GA,4,854205,345638
91352DXNHR11645,9,1183507,342254
01507NCMNCRT169,1,720055,420627
97321DMTRD3030C,10,1230617,443647
90802DMTRN1401W,9,1181245,334610
31498DMTRNWAHLS,4,810310,320435
55121NSYSN3333P,5,931000,445000
35801NTDPL708AR,4,863557,344447
19464DLFLN232SH,3,750203,402513
33619NVRSL1402T,4,822027,275749
46733DLCPC2110P,5,845622,404932
28504SMTHF178SM,4,,
95678CNVRG201NO,9,1215650,372430
50428NSYSC14016,7,931909,430905
60607NVRSL1201W,5,873941,415307
85043DLPHN740SO,9,1121110,332630
63043CHMCL11730,7,902726,384338
75125PRMPR301SM,6,963955,323202
37857SSRDC300IN,4,830220,362315
24153THDLC27MIL,3,800447,371719
36303DMCNR517DR,4,852403,311534
95354MDSTF330DA,9,1205746,373808
29445SNVYS2316R,4,795900,325800
5700WTWNCT5INSB,8,,
21205CHMCL3001E,3,763325,391655
60614CHMCL1735W,5,874017,415527
13795DVRLCKIRKW,2,755000,420540
65556CHRGRHWY7N,7,922614,375253
95125CHMCL1989L,9,1215539,371842
19406CHFFRHANSE,3,752151,400510
30286NRYLG325GO,4,841930,325415
2454WJTLFS22STI,3,,
46919NTDTCNORTH,5,855400,403400
42437SHLLRHWY60,4,875115,374140
27030NTDTC511HA,4,803700,363030
77029CHMGR1225P,6,951649,294559
60623NVRSL4421W,5,874330,415125
32671CHMLB6161S,4,820201,310530
64701NVRSL2600P,7,942206,383814
65802CHMSP224NS,7,931545,371230
46250CHMLB8010E,5,,
53218CMMRC5611W,5,875856,430800
46394GLBBL2207S,5,872917,414030
94566NDXNC5555S,9,1215247,373855
19007PTRRC2731B,3,755109,400730
15225PTTDS3400G,3,800634,403022
37864CHRKTPOBOX,4,833207,355120
46268QLNNT5405W,5,861514,395528
5940WCHSGR53251,8,,
35592WGNDP3939T,4,880744,334453
9325WCLPRT142RA,9,,
22401CHSPKROUTE,3,772446,381423
62230MRBLS625N2,5,893132,383632
60007PNDST1250M,5,875804,420002
2956WSWLTT14RED,4,,
79720NNCRB200AR,6,1012530,321600
11217LNCRP601BE,2,735910,404054
54130SFTYK2100B,5,881512,441800
52001GRGPC2150K,7,,
28213NNCRB8501O,4,805000,352000
19512CHRYC7938B,3,722110,341653
76667CRRYN931IN,6,962921,314155
07072FNTND746GO,2,740356,405000
51555CRRYN1965H,7,,
38079GRGGLHIGHW,4,892920,362150
50158FSHRC1STAV,7,925453,420248
23323HNSNP381CK,3,762223,364704
01810THGLL30BUR,1,711015,423630
44055NNCRB28THP,5,320840,412650
66115GRDNR3151F,7,943655,390844
64126STRBR7201E,7,942950,390547
7202WRVNFD28WES,6,,
45103SPCTR4013B,5,841500,390300
30240NNCMP1603O,4,850400,330045
39638GRGPCRAILR,4,910129,311119
8525WDBSNB9595E,9,,
92667BBCCK1717W,9,1175100,334716
18421NDCTTSDELA,3,752811,413836
13340NNFRK253EA,2,750337,430202
01843FRCTN17SHE,1,711046,424119
93722FRHFC5778W,9,1194700,364300
87002CVCND80DON,6,1064709,344318
44044PCNDS1001C,5,820400,411600
37814NNCMPHWY25,4,831645,360856
92310SDDNTDIREC,9,1164010,351530
32754NNCRB2801H,4,804939,284030
5011WLBRTY52BEI,7,0,0
14302SBFLX47THS,2,790032,430524
2637WLLGHNHC79B,3,,
60018NNCMP100EO,5,875500,421000
46406NNCRBCLARK,5,872412,413759
65301TYSNFOLDHW,7,932028,384503
94544NNCRB31086,9,1220300,373640
23867GRGPCALLEN,3,772859,364910
39208STLSR2260F,4,900645,321920
7790WCTRPL73LNE,6,,
44133NNCRB14788,5,814130,411830
30134GRGTL4520P,4,844318,334513
31701GRGPC405MA,4,840926,313617
49001GRGPC2425K,5,853250,421710
72301FRBSS981S8,6,901401,350802
6881WVNTNR213HA,7,,
9340WCLPRT219TA,9,,
53032NSCRN263KA,5,883800,432700
2973WCTSWL216BU,4,,
48184FRDMT37625,5,832430,421640
23224NNCMP2811C,3,772730,373000
4576WMPRLL345SY,5,,
45424HNSND79NEW,5,840331,395138
60411WNSLL12THA,5,873737,413131
96706CHMWD91476,9,1580228,212042
60193RDTND1120M,5,880631,420000
47240FDRLMRT3BO,5,852838,391914
28315RPWRBANDER,4,792631,350808
28216CHMTX1016N,4,805201,351559
3736WVRNGM43ALL,4,,
17522WLTRW501AL,3,761005,401156
60085CHRRY3600S,5,875319,422335
88240NCHMN707NL,6,1030835,324230
24477PTCMPRTS34,3,790241,380135
42164GNRLL636HO,4,851001,364004
44446THBST49WES,5,804555,411052
55374FLXPR14329,5,933328,451231
44109CHMCL1010D,5,814113,412710
32505FLRDD10SPR,4,871324,302237
71852TYSNFHWY27,6,935230,335505
15025TYKRF301BR,3,795517,401719
60623CHLMN2106S,5,874221,415111
92807CRMTN5500E,9,1174740,335134
95901CHRST5236A,9,1213406,390553
55336CNSLD1011E,5,940921,444609
46219MJRTL2717T,5,860103,394825
27263HBBLL4301C,4,795800,355500
11205TWLQN76GRA,2,735730,404130
27263LPFMN2222S,4,800002,355500
30336LMNRC605ST,4,843411,334419
39701KMNRDNASHV,4,882403,332531
39074CHCTWHWY80,4,893000,322200
63110CHRST4641M,7,901853,383721
93550NRTHR352EA,9,0,0
02368XTRVS80TRI,1,710213,421024
66046PRSCN3741G,7,951130,385645
25702LCNLB6065K,3,821830,382735
8600WFLGST633EB,9,,
70072CHMCM6025R,6,900656,295340
44095GLDLC34099,5,812730,413730
46526MRRYCPOBOX,5,854800,413105
36203TYSNF1520M,4,855038,333630
43302DRSSR617WE,5,830835,403515
35179DYNSTHWY31,4,865254,341620
32750KRRYP1200C,4,812055,284119
55425CNTRL3101E,5,931334,445129
63050WRGRC4650C,7,903417,381553
30117DNNPL206AD,4,850908,333751
94806SPRXY850MO,9,1222115,375845
44425SCNCM644MY,5,803453,410950
43078CHVTC720SO,5,834621,400557
03440CHCGC120MA,1,918500,423500
6103WSTRMN181SI,5,,
76179NRTHM351LO,6,972022,325046
66219RRWMT16W18,7,,
50129CHCGR208EC,7,942219,420135
61125PRCSN1111S,5,890445,421230
84402CCCLB2860P,8,,
38006BLLSF103DA,4,890500,354300
43228FDH002200I,5,836815,395944
49423DNNLL414E4,5,860521,424542
51360CRYSTUSHWY,7,950737,432520
93516SBRXCBORAX,9,1174200,350100
07011CNTNN270CL,2,740907,405202
45209CNCNN4701M,5,842538,390935
8528WPRDGM44WES,9,,
20132VLLYD103HI,3,774303,390891
45030SDPRT7400W,5,844116,391756
66548TTNTR2306H,7,964545,394141
72801TYSNFPOBOX,6,930615,351620
60191TWNPL840LI,5,875813,415846
79764TRCND3218K,6,1022712,315436
07980GLSFLSTIRL,2,742900,403955
2756WCMXMR222IN,4,,
94601PCFCG71546,9,1221202,374557
31717TRNTY2431A,4,843530,305420
67030CMNCX31NFI,7,,
45505GLSGP3240E,5,834522,395528
59262KNFRVPOBOX,8,1042540,472815
33821CNTRL211WE,4,271300,815107
00659BRNQNCARRN,2,664500,183000
33054RPBLC12900,4,801546,255325
48040DTRTD301GR,5,822738,425532
28024DKNRGDUKEP,4,814522,351325
44861CHRCH2501E,5,830730,411430
8426WMNMNT821WH,6,,
2803WCNCRT21NHA,4,,
61832LBNNCBOX64,5,873845,400510
3008WGLCKN6HIGX,4,,
29605CRLNR75OSA,4,822244,344441
42103TRBLN114CO,4,862430,363544
89015SRVCR8354T,9,1145854,360228
28086MYFLW629SO,4,813000,351000
15825BRKVLRD1XX,3,785753,410652
8905WSRRSTDECAT,9,,
19353CHBBN150GO,3,753855,400325
12511VHDSNRTE9D,2,735815,413230
68524BRNSW4720N,7,974630,405140
32220TRNTY11934,4,815148,301811
35020TRNTY5THAV,4,863410,332820
45241TRNTY11861,5,842545,391730
48309TRWTC3011R,5,243314,652646
28111TLDYN2020A,4,803055,345903
35653SPRLN11700,4,874452,342811
44110TRWNC1455E,5,813300,413348
48094TRWNC61166,5,830111,424436
28144RYNLDPEELE,4,803151,353712
60076BRRLL7501N,5,874230,420130
54313TRWLN973HA,5,880753,443047
49042GLSMS13669,5,854115,414745
73135TRCSB5500S,6,974300,354600
67204DLDFD2929N,7,971930,374410
44146TBFRM25840,5,813005,412526
38127LFTCH2571F,4,895837,351603
30108TRNTX500WE,4,851500,333130
90406THGLL16812,9,1182756,340140
44139CRBRN31935,5,812708,412330
46809TRTCH2728C,5,851020,410032
62208TRNRL9510S,5,900200,383500
96732BRWRC2910B,9,1563015,205055
60455TRMPH8687S,5,874837,414405
38330WSCNTBOXCI,4,885952,360534
94601GLRST2915F,9,374620,1221358
14204CRTNC115AS,2,785154,425329
60625MDRND5419N,5,874235,415838
77092HYDRT6450L,6,953001,295126
63755SMRDY1472L,7,894023,372212
08619MRCNB1945E,2,744335,401412
27536STRNMUS1SO,4,0,0
60007MPLNC2541D,5,875634,420010
02150GLYPT305EA,1,710119,422341
67401PLSGL11NHI,7,973537,385133
29706MSCMT2218D,4,811147,344134
80021SDJFF10900,8,1050700,395405
39180RSRBB1000R,4,905128,322027
28523CVCTYHWY10,4,771012,350730
38834CRNTHFULTO,4,883100,345445
62306QNCYS1900G,5,912430,395415
12550MRCNFWALSH,2,740042,412918
95330MNRLF342RO,9,1211625,375121
84404TLVSP1973N,8,1120037,411735
98221NCRTS9390S,10,1223200,482800
45214VNPRD175PR,5,842821,391750
27886GLNTMHWY64,4,773230,355410
98119GMNMP20401,10,1222229,473818
28208THGLD3926G,4,805310,351500
85040GTTLR3830E,9,1115952,32415
63090TPCFF1200S,7,910106,383300
79045CRGLL104SP,6,1022212,344919
75110TLSRC19700,6,962523,320602
99204LLYTRS3025,10,1171215,474045
6750WTYSNP521SB,7,,
37210LMNDC1417P,4,865000,361000
9005WVSTNC623AL,9,,
84062GLBLC200WE,8,1114430,402150
44004SHLND4501B,5,804820,415155
27932RGLTR187PE,4,763438,360521
61953CBTCRROUTE,5,882007,394710
71301BCCTT3400M,6,9227,3115
67543HVNST13206,7,974747,375454
43137MRCNL9301U,5,830035,394735
91731SRGNT9400E,9,1182605,340420
17038SPRMM411JO,3,762925,402450
45404DYTNT801BR,5,840935,394715
02862GLNCR5SAUN,1,712248,415155
6760WHSSSR17892,7,,
44707BWDLC2030I,5,812110,404711
45030CNCNN7420K,5,844645,391320
65625JSTNBCOUNT,7,935222,364058
60439LXNDRLEMON,5,875700,414130
90620LTRWH6300V,9,1180144,335211
92065RMNRT2498M,9,1221730,403030
08832RFNDS19CRO,2,741845,403115
92316QLNRL2237S,9,1172200,340335
47358FBRBD10324,5,851027,400149
72901BLDRL5711S,6,942539,351935
31297TXPRN2730W,4,834300,325000
65233FQHMS2405I,7,924634,385642
68101RLTPL914NO,7,955602,411550
28609CMMSCPOBOX,4,811720,351109
19103CMMNT333EF,3,752236,395048
94538GLBLP44620,9,1215709,373018
01453GLBLP20MOH,1,714423,423141
07036GNRLM1016W,2,741527,403706
49002BCKLD5200E,5,853126,421518
68025GHRML900SO,7,962910,412520
31092GRGPCSOUTA,4,834726,320443
48326NLFRF1370P,5,831615,424145
60532TLLBS4951I,5,874900,420500
61953TRGNC625EU,5,882053,394752
54732GLBBL50BRI,5,910920,450945
07424MDPHR101EM,2,741317,405241
41224MRTNC3201R,4,823212,374422
02720GLBMN456BE,1,710800,414200
9537WBSLTX11888,9,,
9562WBSLTX65IND,9,,
48838DRFBR8394P,5,851512,431040
29116GRNWDHWY2A,4,805000,332639
17870MPNCRBRIDG,3,765140,404846
52402HWKYR915SH,7,914008,415946
35020BRMCL22015,4,865657,332426
92648STNPL18061,9,1175944,334201
40392LNBTT25CAR,4,,
01501NVRPL15STM,1,715000,421230
48150LLMND12001,5,832408,422212
44857FLHBR117JE,5,823742,411401
68368NBRSK4500W,7,964705,403334
33903PRCSN8940N,4,815418,264244
6841WCNCRT9184T,7,,
14425MTXNC5450C,2,771930,425530
32073NCHRL50IND,4,814224,301100
60455GLDNG7700W,5,874845,414545
95648BHMLN1445H,9,1211828,385411
93725DMPCK3390S,9,1200000,370000
51054FMCCR12422,7,962116,421936
53916DVNCP201IN,5,885000,432818
45373MRCNM1400W,5,841330,400130
98901NLCNN1001S,10,1203206,463401
44430DNMNT400DI,5,805430,411415
60073TRDCR703NS,5,880549,422143
33619TRDMR1216O,4,822048,275714
47993NDNPR701SR,5,871738,401718
57301TRLKN300EA,8,980218,434630
94587CLNRS33100,9,1220229,373546
21620DXNVL800HI,3,760426,391353
65233TSTMS1409E,7,925834,385843
38059TKHMCHIGHW,4,892480,361225
43615TLDCL220IN,5,833250,413905
2600WNLCTY27WDS,3,,
68501LNCLN8000S,7,964411,404403
63901GTSRB1650R,7,902450,364331
53545NVRSL1118H,5,0,0
46703FRDNC401GR,5,845958,413955
22401DLCMR3401T,3,772609,381531
32859CTRSP600EA,4,820000,280000
43056MDRNW700KE,5,822626,400101
64080NTRNTWALKE,7,941509,384635
24273CTYFNPOBOX,3,823808,365618
32209GMCLC3545N,4,875100,414730
33426MRCNM1420N,4,800500,262830
46514WLLSC1503M,5,860000,414200
2890WSTHRN2686N,4,,
95381TRVLL495SO,9,1205032,372900
67005TTLPT1400S,7,970042,370242
45401GNRLM300TA,5,841101,394556
29032NWSTH1281S,4,803215,341930
60018CJRPR2323M,5,875410,420036
6870WWLNDN86WSU,7,,
29406MRDHS5150V,4,795812,325312
53594TRKBC801WE,5,890000,431100
29510WSTVCHWY41,4,793440,332520
90003JHNBY8711M,9,1181400,340300
91352FLGHT11310,9,1182238,341213
53120TRNTT2188S,5,882331,424712
29624CLRKS2200S,4,823928,342845
97009SHWSF19402,10,1222850,452651
03054HRCRS441DA,1,712933,425141
61615TRNST8800A,5,893747,404742
6100WCMCRB2595T,5,,
60608TLNGN900W1,5,873857,415130
53545GMBCX1000I,5,890100,423900
64836DMMLL323ME,7,941838,31100
65101WSTNG500WE,7,0,0
38635FRRXX805NW,4,892615,344730
20736TPZMR3BINN,3,25229,835720
77270SMTHC8320H,6,952601,294709
68901THRMK1800C,7,982418,403418
44125TMLNS13700,5,813507,412533
79925TNKTY9050V,6,1062218,314623
29135NTDTCBELLV,4,815530,343630
91746RSLSR425SO,9,1175901,340247
55128HBFLL2900G,5,925825,445929
46721TRWLL2626C,5,845112,412624
97060GLCRN2176C,10,1222432,453251
08070CLRKC3CENT,2,742549,403409
19468SPCLT400FI,3,753232,401010
14057CRSCN8800S,2,785412,423850
70084JNSCH520WE,6,0,0
72301CSTLN1000J,6,901031,357509
72301CSTLN915EA,6,901030,350820
91719CLWVL1375M,9,1173230,335230
33021CCCLB3350P,4,801033,255944
91761NMLDB1750M,9,1173847,340359
06492CSTCS46BAR,1,724500,412000
03060CTNGS55CRO,1,712643,424534
32768CCCLF2651O,4,813315,284125
65301SRRBL1400W,7,931438,384252
93065TNCLN450WL,9,1184743,341642
74145TKNTR7498E,6,955303,361109
70404TKVLVHWY51,6,902721,302833
06010BKNCR492BI,1,725407,413918
6530WDKMNF61DUK,7,,
42071THRNT612S9,4,881837,363600
90222THRCK431EW,9,1181317,335514
76503TXSNS5701A,6,972230,310728
48116THRMF6150W,5,834718,423220
08030THRMS400WA,2,751550,395440
55439THLNG7225B,5,932135,445220
28694THMSVHICEA,4,812930,362408
40741MCRDV4550O,4,840439,370512
08057THRMC345NE,2,750000,400000
30721WFTYL361US,4,,
65708WLLSL808CO,7,935435,365503
57025LDKNGCORNE,8,964028,424108
40383TXSNS300NO,4,844339,360331
07011TMZRC103CE,2,740838,405244
07601TMPLX100CO,2,740143,405442
23434THMSJ1046W,3,761200,364430
06010THSPR300BR,1,725430,414030
33614THCHM5131W,4,823018,280023
38118NVRSL5334R,4,895250,345949
44036THTMM811TA,5,820452,412215
97203NRTHW12005,10,1224817,453628
27313THMSV1212T,4,794556,355741
14094LLGHN695OH,2,784249,430932
02885TLLTSMARKE,1,711745,414420
03868TLLTS20SPA,1,705915,432237
5534WCMLBS1VALL,5,,
9237WMRCNH165SS,9,,
08093CSTLGRTES1,2,750926,395216
62526CLMTC2120N,5,885530,395200
88265CLMXCHIGHW,6,1031906,323651
29944CSTLN1101M,4,810415,325140
87501CCCLB660WS,6,1055731,353930
94577CCCLB14655,9,1222020,374200
35217BRMNG4600E,4,864602,333341
40210CCCLB1661W,4,854705,381342
01071TXNSXRTE20,1,725135,421314
30755SRMYN43PIS,4,,
35222THMSF900NO,4,864721,333230
77073TXTBR1020R,6,902328,295751
78752TXCCH7114N,6,974300,302034
90241CCCLD8729C,9,1180742,335627
85034TRNYT1301E,9,1120346,332932
29301TTXCR3020N,4,820034,345634
38583THMSNHIGHW,4,852952,355237
45227CCCLB5100D,5,842340,390300
90023THCLR4333B,9,1181056,340004
55118TPMRK220EM,5,930430,445330
72110CCCLBBROAD,6,924342,350905
47842TRRCRNORTH,5,872351,393954
14150SNCNC3733R,2,785512,425817
46515TLDYN1937S,5,855757,414140
33442PNRCN1340S,4,800806,261756
06790CLNLB511WI,1,730643,414930
16214CMMDREXIT8,3,792530,411355
06477RBCLB25CON,1,725949,411445
08110SCCCR1615S,2,750230,395845
70663WSTLK900HA,6,932130,301048
30903THNTR1750L,4,815625,332537
75235MNGMM5522M,6,965456,324912
85009MNGMM2517W,9,1120710,332758
29442GRGTWSOUTH,4,791727,332213
03820CGBNC14FAR,1,705451,431047
94304CHRNT3210P,9,1220848,372427
95603CHRNT2301L,9,1210408,385701
06037TCTNC114NE,1,724507,413539
58078CRGLL2507T,8,965354,465306
32811MNGMM3835S,4,812559,283010
17405CLFFC640WH,3,764250,395843
94303CLLGN2500F,9,1220652,372701
00985CPNTS65INF,2,655615,182244
01844YPLTC35DAN,1,0,0
72403CLCLB2215E,6,,
92805CLBYP1335S,9,1175405,334854
44501CLDMT45SOU,5,803657,410458
73601CLLNSSHWY1,6,985050,352040
49443TLDYN700TE,5,861500,431430
85231GLSST1335W,9,1113232,324547
07306HDSNGDUFFI,2,740419,404452
30269TDKCMONETD,4,843410,332210
92715TDKMG17072,9,0,0
44644CLFRN3255A,5,810945,404125
31082BRGSS525BE,4,824917,325819
70719TRNTY7555C,6,911934,302322
67401RYTHN2656S,7,973800,384730
84016LFTMPBUILD,8,1120158,410501
75401PRKSC3122C,6,960306,330948
85040RTRBN4801S,9,1120022,332409
77253FMCWL1777G,6,952705,295640
44483GMSPC1524P,5,804845,411456
48202GMCTR601PI,5,830353,422209
18512GNBNCONEDU,3,753600,412510
19006MRCNB1448C,3,750344,400951
31322SHRHSHIGHW,4,0,0
63132GGVCT10900,7,905000,384130
43758TYLRWCOUNT,5,815017,393737
53154HYNTC4301E,5,875448,425224
32784LKCGN39000,4,814037,285502
21224WNSBR201KA,3,763205,391705
7080WBSTBL4747C,6,,
78291CCCLB1COCA,6,982936,292527
2973WQSLXX73NAN,4,,
53154STHSH8500S,5,875032,425313
