TRI_FACILITY_ID,REGION,FAC_LONGITUDE,FAC_LATITUDE
3720WDBSCH734CC,4,,
6063WKNNYC531W6,5,,
0850WLLNTW165CU,2,,
4622WPTRCH1751W,5,,
2954WPLYQS172MI,4,,
7709WSTWRT175TE,6,,
7704WSTLLR1551F,6,,
7066WLSNNT221LD,6,,
9133WMLSCH1281R,9,,
4864WDDPSP34SSA,5,,
7756WCSTMC823FM,6,,
5314WLDCST811GR,5,,
0884WNTGRT132ST,2,,
8360WDZGRN11299,10,,
1973WHMCNC734DE,3,,
2415WTRNTY9INDU,3,,
3512WBMCNC3166L,4,,
2930WBRSPC5679N,4,,
2703WDFSNC511HA,4,,
2918WHLTHC1MLIL,4,,
3608WRMSTR487MN,4,,
8710WMTRND56UNI,6,0,0
7237WSMSTC21SUT,6,,
3332WSNNYS565HI,4,0,0
4306WSHLLY7661T,5,,
7401WLFLVL121S9,6,,
7739WSMMTR8541E,6,,
4821WCLDMN15EEU,5,,
3395WTTNFL26451,4,,
9813WMRLDS15AIR,10,,
3160WFNLNN61GIL,4,,
6010WGCMMD15SWE,5,,
7173WCNTNN499EL,6,,
7073WHLCMS38429,6,,
7975WHLLBR4NRTH,6,,
7236WHNMTR1HINB,6,0,0
6462WTNMST331CU,7,,
4406WCFFFV575HE,5,,
6071WFRTDR635WG,5,,
7755WHLLBR18SEA,6,,
0530WCMMNW66PAU,1,,
3447WCRDNL4185S,4,,
3253WMRCNC2QUIN,4,,
3575WRDYMX4547P,4,,
0403WHLCLS49RAC,1,,
4351WBSHPR57WIN,5,,
1781WSKSKY4411L,3,,
7976WNRTHD9421N,6,,
29657MPRLD2249O,4,824050,343856
30103LGCHM31LGD,4,,
4823WCRWNG6334L,5,,
60638DBRTC4700S,5,874545,414827
9176WRMRCS5SDUP,9,,
5491WTFRGD35NEX,5,,
16046PRVSB321MA,3,800010,404120
49355MWYCR7575E,5,0,0
29335NTNLSHIGHW,4,815802,344049
35125DGLSM300IN,4,861600,333605
70069DPNTPHIGHW,6,0,0
35217KNTCRHWY79,4,864256,333914
85237SRCNCHWY17,9,0,0
19135TNNRN5811T,3,750320,400037
37379NRTNC216IG,4,0,0
8260WKNFRV5684L,8,,
11207BLMNT330BE,2,735430,404030
7603WNGRMC296FL,6,,
60188FTBND485EL,5,,
1903WMMMTL53MID,3,,
0890WBLWTR1999G,2,,
3771WMCMPN4JDYA,4,,
19958BRCRF40CAP,3,750622,384720
60007SPCLT25002,5,875633,415926
7739WLTTMR15535,6,,
7506WMRYKY2613D,6,,
78140LLPTRHWY87,6,974730,291530
78962TXNDS605UT,6,964724,294012
3766WPRMST181WA,4,,
42455PHNXF1329U,4,,
6902WKGLRC71748,7,0,0
51105MSSRV1300D,7,962250,423014
8100WSRMYP45825,8,,
42301DNCRP4010A,4,870938,374350
3709WPLNTX62EDI,4,,
50501FRSKS24005,7,941119,423306
27420LRLLR2525E,4,794516,360439
45154CNCNN418WM,5,835451,390240
93707PBDYF2494S,9,1194613,364236
53215HRNSC4107W,5,875502,425336
53704BRNTS2334P,5,892132,430610
60609TTSNS4545S,5,873930,414900
13827BMSYSROUTE,2,0,0
38018MTRMT1323R,4,894517,350949
8100WVSTST1TWER,8,0,0
7733WCMPBL1953F,6,,
3280WPRFRR221SD,4,,
26301GLCNV423TU,3,801822,391621
4585WPTBRF3875S,5,,
30553LTXCL975GE,4,,
7606WPDKLQ811EA,6,,
7757WLPRTT6INDE,6,0,0
7739WHMBLX1543B,6,,
7753WCMPBL31WAC,6,,
3776WTCSSX3787S,4,,
2936WBRWSX499HU,4,0,0
54220ZNTHS5710V,5,874333,440449
47167FRRLYBECKS,5,860610,383535
74116MRSTR1555N,6,0,0
83687MCRPR16419,10,1163500,433640
1870WBRRYG2ELMW,3,,
64451SCHYLRRIII,7,951400,400150
3606WJMSHR96SPA,4,,
48184CLMCN3720S,5,832159,421650
48827KMPLS5265S,5,843903,422928
91749CRFTC900SO,9,1175443,340009
37041NTDST102HO,4,872037,363223
40475MRCNT2000E,4,841608,374204
75925LHCKSHWY69,6,950422,313904
45368YMDNN9CLUM,5,,
85282KMNVR905WE,9,1115550,332318
54634HLLSBAIRRA,5,901951,433904
46036RFLTX2500S,5,854939,401607
55364ZNTHP9177Z,5,932520,450722
06856HWFRN151WO,1,410502,732427
77530HWLLC1201S,6,950724,294515
3787WMRRTT36SWE,4,,
16833HWSLTPOBOX,3,783042,405811
94539SLCTR48233,9,1215500,372900
45373KMBRL518EA,5,841145,400215
44618WYNDLUSRTE,5,814327,404805
85041WSTRN3331W,9,1120747,332423
3830WTBDNT141US,4,,
30279NTNLG351RO,4,834225,333950
19114STNCN9820B,3,750115,400506
08817MRCNN135NA,2,742810,403215
17403GLNGR1090E,3,764242,395757
85009HBBLL2522W,9,1120651,332818
7038WBKRHG1FIRS,6,0,0
21211KRKST800WY,3,763748,391918
85215HNSNG362NH,9,1114305,332859
35674RPMVN102MA,4,873945,344200
78717SLZRR9900S,6,974628,302851
08876DVRNCSOUTH,2,743616,403344
30091SCNTF4245I,4,840846,335601
21093KRSCH10WES,3,763733,392602
08876HRMNN180IN,2,744248,403557
36615TLDYN2000N,4,880420,303850
4585WPTBRF3875B,5,,
55110MPTCL1185W,5,930206,450000
10509CMVCNROUTE,2,734459,413130
10707MDRYN150MA,2,734918,405722
43201MLDXX1209N,5,825954,395813
04240JNSND765WE,1,701212,440554
37083FLTWD739HW,4,860302,363147
62232SFTYK20TUC,5,900316,383638
32204PRGRS108CO,4,814107,301945
38654MNSHP10333,4,894822,345856
3716WCPRSS53NHI,4,,
44720SSCRC5340M,5,812542,405537
94545THRMN3118D,9,1220715,373818
46231MCRNT1550R,5,861754,394434
43464WSTMN3956S,5,825840,412219
14304MRCNB2236L,2,790100,430730
37311MNFCT4325O,4,844941,351114
6011WNTRLP14438,5,,
7053WNCNTR222RE,6,,
21550MTTKC293TA,3,792535,391520
37331THYSS134WA,4,843121,352138
34622ZRCRP14501,4,824210,275415
91331ZRHLL12224,9,1182445,341535
91502ZRWST777FR,9,1181910,341100
47240WDMZR8829S,5,851915,391835
80229CRYNC6533N,8,1045812,394824
02145JHNJD50TUF,1,710517,422503
95401HWLTT1412F,9,1224250,382845
38114MRSMF825SR,4,900024,350725
07410CRMPT1701N,2,740751,405657
60638THCPH5851W,5,874603,414531
34736MRTCN20150,4,814936,283828
78233MPRLM1361T,6,982131,293348
31794HTCRF420SO,4,832903,312459
75207QBLND4774A,6,965052,324813
33716HNYWL11601,4,823730,275245
92011PTRSL1888N,9,1170100,323545
55044CRWNC84152,5,930846,443755
46514DWNCX941OA,5,855936,414139
24920HWSLTRT250,3,794830,383238
66441LCFJK1002N,7,964919,390158
46514PRMRF55080,5,860000,414141
21222VLCNH3600N,3,762843,391641
06497KZNBLMERRI,1,730906,411354
54912KMBRL425WE,5,882410,441513
11704MRCNC400SH,2,732029,404309
53404YNGRD2825F,5,874850,424704
17356YRKTW100RE,3,763600,395411
37806DKNDR2121H,4,834411,360429
17013CNCNN4CAVE,3,771130,401210
27213GLDKSOLDUS,4,792500,353903
15059SGKYW10THS,3,802729,403807
92621RLNCN1215W,9,1175500,355500
4807WMGNLC1811S,5,,
3344WDLRYB17WES,4,,
38915NTDCHSTATE,4,892113,335858
38027RDCNC435WA,4,894000,350230
48111HRNMT12611,5,832623,421243
50441MPRLN1280I,7,931335,424305
61554PRXRN1225S,5,894022,403315
60434LCNPWNORTH,5,880444,412856
88310SCTTM1501L,6,1055842,321542
44509YNGST3700O,5,804257,410618
27284HKRFR210NO,4,800417,360716
40484DNBRK101IN,4,0,0
60174PRCSC3575S,5,881620,415430
02860HPWBB1005M,1,712400,
1214WMPRGN75RIV,2,,
02339CRTCH85WIN,1,705215,420618
53147YNKRN200SH,5,882525,423613
38301KSRLM309IN,4,885400,353816
63376DDNSN4894N,7,903820,384804
74301HNZBK1157H,6,951500,363500
60622TRVXX1315N,5,873921,415407
18201HZLWD2HAZE,3,760350,405537
01610KLLNM33HER,1,715205,401600
02703KLMRT79WAL,1,711503,415730
28021KYSTN100CO,4,812032,352336
30125ZRTCN808WE,4,851540,335959
20895KNSNG10450,3,770413,390137
40219WRTHN1152I,4,854158,380907
12967KRFTNWILLI,2,744030,444815
29342RMRMN131CO,4,813636,350139
39056RLNCN1000I,4,902121,322121
45206ZCHPR447MO,5,843000,390730
91747HSFPC13170,9,1180200,340545
2804WTRCTY158WI,4,,
68310HVRGR70071,7,964442,401538
97222YRKNT9800S,10,1223833,452702
55441HNYWL975NA,5,933255,445931
03301ZTCHC8DOWR,1,,
45812HRNSC202SM,5,835051,404230
55432CRTRD494NO,5,931536,450603
60651ZNTHL1500N,5,874414,415425
38802FMCCRHIGHW,4,884202,342110
94587CNTNN33280,9,1220211,373555
92807ZCNDS1195N,9,1175006,335127
90040LVRBR6300E,9,1180830,335932
97224GRBRL14200,10,1224440,452504
37214THMSN501NE,4,864000,360800
85364RDCNC3860A,9,1143737,323939
4673WPRSTR7855N,5,0,0
77075PWLLL8550M,6,951516,293838
63010SNCLR123MA,7,902100,382600
60434HNTSM1MILE,5,881035,412652
3956WBYCNC559IN,4,,
82801WYMNG2264I,8,888600,803204
41041BLGRSINDUS,4,834338,382648
76801RTCST2807S,6,985900,314100
66770RVRTNHWY66,7,944200,370400
42437YLSTHUSRTE,4,875225,374232
64834PRCSN105NC,7,943358,371038
93312HNDCH3900A,9,1190227,352609
39423HDNDSHWY98,4,885600,311047
76011KRRXX315GR,6,970542,324410
1404WNGRRF561TR,2,,
85631BHPCP28255,9,1103722,323644
55344HNYWL8840E,5,931630,450750
87113HNYWL9201S,6,1063400,351200
60034CRWNN213ST,5,882642,423000
60007LDNPR2000A,5,875705,415947
53233LDRCH1101W,5,875523,430211
7100WLNCLN4ELLI,6,,
14094TWNLK520MI,2,784159,431103
43543DLCRF700RA,5,843654,413444
48867CRWNL317SE,5,841101,425952
11417CRWNN8615L,2,735106,404048
41006GRFFN1176B,4,842416,384350
41056NLNDC1241M,4,834813,384140
60646LRTSP5688N,5,874715,415008
4109WKSTMG3CARB,4,,
94545GLLNG25800,9,1220705,373756
14150CHMCN3709R,2,785541,425835
27028CRWNWBETHE,4,803203,355336
33564RDMNH1602I,4,820934,275957
29730XRXSC1911M,4,805902,345650
63108KYSTN3615F,7,901222,383745
01890KYSTN35HOL,1,710800,422812
22079LXNDR9418G,3,771325,384204
54603WSPKF3239A,5,911608,435256
40065LCFJK421HA,4,851511,380331
14843LSTMTSHAWM,2,774003,422022
95035XCRNC851BU,9,1215510,372550
1422WBFFLC8615W,2,0,0
91761CLFRN1820S,9,1173738,340212
52761THHNC600E2,7,910224,412546
48208DLSMK3925T,5,830539,422025
95035XCRNC1618B,9,1215510,372550
21230LFRDP2631M,3,763828,391634
25401CHMPK242CO,3,780118,392321
91720CMGNG2388R,9,1173623,335328
42762SCWDP164MI,4,861600,372745
13021BRNTC151OR,2,763458,4255
11101MRCNL51253,2,,
74801LLNBR5900N,6,975445,352330
7163WNGVTY157MI,6,,
3463WHRNCT11121,4,,
29341FSHNN302HY,4,814022,350408
08093GLPNTUSRPO,2,750930,395245
17363FYPNN22WPE,3,763529,394448
07105LLNCC30932,2,740753,404327
01510WRTHN530MA,1,713730,422230
17779WLRCHMILLS,3,772235,411150
93307WSTMN3901E,9,1185715,352113
13305CHRSR3MAIN,2,752603,435310
02911WRCSTGREYS,1,712930,415150
15824NRGYRSR200,3,784040,411902
3280WTLNTV146AT,4,,
46550KSTMW401EL,5,860011,412611
3221WNVRST47UNI,4,,
66018SRMYS35425,7,945910,385520
30720WRLDC2100S,4,845809,344351
27115WRLDC2720U,4,625650,270015
4717WLPNDS132SM,5,,
03235RWDCRFRANK,1,713507,432630
53209WRGHT1700W,5,875644,430752
53021KNRCX200IN,5,875651,432744
06260WYCKFHARRI,1,715405,415407
48170WYCKF1000G,5,833139,422133
40217KNTCK2601S,4,854549,381447
60623WYCKF3200S,5,874221,415003
11757LLCRF30EHO,2,732224,404116
76086JMPKN1226W,6,974911,324344
68776CNGRS300CO,7,962452,422638
72301PRFRM304WY,6,901149,350618
91409CRRYH7901W,9,1182900,341220
90023CHRKC3540E,9,1184200,340000
28530KNTCNRTE3B,4,772757,352036
47711KNTCK1400N,5,873238,375926
55906RCHST425WS,5,922738,440143
77086CSLMT16212,6,953127,295642
92503HYDRS12151,9,1173003,335040
93446CTSLC500LI,9,1203850,353645
38012CBCDT1620W,4,891425,353603
28145LLDTM727BE,4,802800,353905
48066HFLYM15500,5,825611,423026
92373RCHMN1897C,9,1170805,340348
1478WWLCHF1NPRT,2,,
29641MCKCHHWY93,4,823851,344848
31902SNSHN3700V,4,845746,322457
28137CLYTN44073,4,801345,352718
24551BRRLB2150P,3,791848,372248
02703CMBRLFREDM,1,712242,415310
82717PWDRR2298B,8,1052000,440730
27560TNCRP94GLB,4,,
75236FRTLY3433M,6,965404,324159
4722WSNCHM14IND,5,,
5744WCHSGT513EC,8,,
60123SBRBN340RE,5,881929,420127
5530WLSMDC17711,5,,
37388LNNMT307WL,4,861248,352137
07002CGNTC10HOO,2,740642,403903
18969KYSTN600EE,3,402012,751921
48060TNDCS24071,5,822630,425730
77507HCHST12212,6,950045,293558
45802SPRRT650EW,5,840620,404435
60606CHCGT13101,5,874256,413914
07006HCHST111LE,2,171830,745122
04032STLND106PA,1,,
63116KLLRM4324F,7,901548,383555
03301KLLRPRIVER,1,715000,431500
90670SHLND10505,9,1180367,335616
32209WDTRT2610F,4,814113,302112
0720WPPTTS1PAPE,2,,
63132CPPLS9430P,7,902152,384110
80229CHRLS500E7,8,1045853,395005
68127KLLGG9601F,7,960306,411224
35803VMCXX12090,4,863326,345141
77801MSMRB72WCA,6,962229,303839
92108QLNMS9950S,9,1170707,324727
36301SHWLL808RO,4,852143,311331
37127HTCRF315MU,4,861854,354945
71921CRTBNSOUTH,6,932830,341504
48089MDRNH12880,5,825900,422700
48174KLSYH38481,5,832450,421246
29745HMLTN471LA,4,805902,345501
32747LLDNV2330C,4,815407,284915
43804LLDBL1FACT,5,814217,402645
95035GRTWS945AM,9,1215310,372517
60185TTSNS711IN,5,881322,415324
28144TCHNCHIGHW,4,803610,354240
07105HCHST354DO,2,740730,404314
77803SNDRS2000S,6,962503,303836
43050KLSYHBLACK,5,822913,402123
80534CHRNP8714H,8,1045304,402000
3720WCMMRC428SI,4,,
45246GCSCC199CO,5,842834,391807
27264CSTMF2213S,4,800000,355510
07657CSTMM730GR,2,740019,405033
16051DMSMN109WE,3,800813,405530
45356TRMRK8585I,5,841421,400925
74107RGRSG2506W,6,960144,360733
46750KNKTN351SH,5,852830,405230
38702NTRGYSTATE,4,910555,332101
1565WQKRTP519RE,3,,
45414PRJCT3680W,5,841240,395026
93727CMBND1550N,9,1194305,364553
21901LKTNSHANCE,3,755700,393430
35540CVLRHSARDI,4,873936,341411
4568WMCGNN74CUN,5,,
48174STRNL28450,5,831852,421230
58102CNCRD30007,8,965212,465257
47575WDMSTRR1XX,5,864900,381857
01420CSTMP1OLDP,1,715028,423311
45373HBRTB600WM,5,841232,400232
15077FRSTNOFFRT,3,802500,403805
19030WNDRC249CA,3,744704,401126
29624WDSDM2115S,4,823828,342902
45840FNDLX1901I,5,833700,410400
08052THMSNPINEL,2,745926,395737
06810LLDSN29BRI,1,733103,412320
19154LLDTB11350,3,750029,400532
30161HNTSM6RIVE,4,850951,341638
45885PSTMR1100M,5,842216,403215
27804BNDXN3475W,4,774545,360155
73070HTCHC1800E,6,972438,351114
32207FLRDC4566S,4,810000,310000
46312SFTYK601RI,5,872837,413859
44103FRSTN6800S,5,813804,413210
92704CLQLT2700S,9,1175425,334238
63366KRWDP61NOR,7,904400,384815
72802JWLMN777TY,6,,
30318HTCXX2300M,4,842704,344906
46350CCRTC118KO,5,864330,413739
95035KMGNC591YO,9,1215314,372318
48201DFCLB920HE,5,830303,422020
95380MCMLG1355N,9,1204957,372904
28603HCKRY220MA,4,811744,354353
02916LLDFT10NEW,1,712115,415100
06110HRCNN603NE,1,724326,414402
5340WDDNDS164RA,5,,
85043HTCHP4313W,9,1120924,332614
46526NBLCM2424E,5,854713,413322
14701DHLST443BU,2,791313,420623
02852GNRLDQUONS,1,712510,413510
46540LPPRT51040,5,854016,414509
45233RVRTR5297R,5,843858,390530
77028WTCCR4411E,6,951801,294807
4104WZFBGL112AV,4,,
48390WLVRN1109D,5,832800,423230
36582KYFRSRANGE,4,880827,303051
02903NRTHS170AL,1,712355,414850
46721HNDRC200WC,5,845230,412532
49502KLRBR236ST,5,854028,425617
21741FRSTR551EA,3,774237,343747
73143WXDNC6420S,6,972418,352430
30201SCNTF1500B,4,841300,340700
1633WPTRTL15BAL,3,,
57350DKTCL701LI,8,981307,442301
06770KRMNF285GR,1,730230,413037
72401FRLCF1020A,6,910500,360000
43130THCYR3950L,5,823120,394315
28777LXNGTALTAP,4,801700,354735
57350DKTPR4THST,8,981307,442301
16374SCRBGRR1LI,3,794841,411604
75050DSPLS1201A,6,970000,324000
72701KRNYD3660S,6,941015,360104
45804RNDLL1046G,5,840631,404325
91766RGSWS1340E,9,1174505,340319
4881WTHSHY1REYN,5,0,0
46809CHMRX3401M,5,851046,410040
46809FRTWY9307A,5,851139,405956
48838FDRLM510EG,5,851444,431054
46809SCTFM3005C,5,851038,410031
29605PLTPLWHITE,4,822106,345054
19013WTCCR3300W,3,752400,394948
16412TLDYN229WA,3,800752,415221
92075KYPRC533ST,9,1171544,325930
7308WNGXPR1MIEA,6,,
28358KYSRR3707W,4,790400,343700
73106HSPNT1700W,6,973239,352759
30136KTSPR2590B,4,840538,345738
60620WTCLL9210S,5,873610,414740
19428SHLND201CO,3,751819,400418
35234SHLND3300B,4,864708,333310
16501MRCNT522WE,3,800538,420707
53186WSCNS204WI,5,881355,425824
46383MCGLL2300E,5,870256,412806
45872THDSB331EC,5,834026,411115
4723WDVMRC1117W,5,0,0
54952WSCNS948WI,5,882845,441208
07036DNGLM360DA,2,741553,463723
96817TSCDS411PA,9,1575328,211837
4924WWDWRT29753,5,,
34233MBLFL4675C,4,822832,271608
7910WQKRTM551NW,6,,
4651WFRSTR55152,5,,
75238MRCNP10741,6,964201,325339
47265DVMRP485NC,5,0,0
62293HXGNHOLDHW,5,894332,383551
42134SLDPWROUTE,4,863342,364415
29526GRNGR1605M,4,790309,334931
46507PHLPS902SD,5,854901,414230
60188MTLST120NO,5,880606,415420
92029SCRCT1526S,9,1170000,330000
73117CNSLV600NB,6,972733,352831
80634HWLTT70071,8,1044730,402530
79107PLNSD300NT,6,1014947,351321
85226DVNCD6520W,9,1114887,331608
60436KLZNYMOUND,5,880825,413000
81001KSRSP110WI,8,1043118,381636
7313WMDWST1625S,6,,
16512RSTRY1851R,3,800630,420630
93308RBRVP16608,9,1190507,353337
4950WMCRNM1722K,5,,
54913FRMST935EA,5,882330,441535
30349STRPC45385,4,842413,333720
98272CNYNC16726,10,1220032,475210
26003HSSCN7020T,3,803900,401100
46202WLLMS2080D,5,860807,394738
16502BCNDS1325L,3,800550,420655
47711DMTCC2300L,5,873124,380050
49512TSTYL5050K,5,853130,420530
73505RPBLC881SW,6,983049,343546
97302KLKST3220P,10,1230000,445500
46402KSTLCUSSTE,5,872157,413737
40977KNTCKUS25E,4,834531,364750
32205WSPKF5441W,4,814304,302035
4964WKLKSK11PRU,5,,
50401WDHRB32779,7,931514,430805
96777KGRBSPOBOX,9,1552815,191000
98032CTNGS18250,10,1221500,472039
06142HBLNN330NE,1,724234,414442
92022WNDWM1111P,9,1165800,324830
19806WLMNG1MILL,3,753400,394700
35203WLSNF12212,4,864800,333000
47834GRTDNUSHIG,5,870315,393115
47112HDSNFPOBOX,5,860730,381230
14611DVNPR167AM,2,773859,430921
08066MBLLPNDELA,2,751500,395038
75215WLSNN1702S,6,964656,324609
48801LMPRD2000E,5,843748,432314
84087CHMCN2465S,8,1115440,405149
07105LPHCH1JABE,2,740916,404311
7970WHGHPL138EA,6,,
3502WSHRMN11PWD,4,,
60164HTMPN310SW,5,875406,415424
21230LMGPL1800C,3,763705,391531
49443LMNDN1004E,5,831331,431207
47546KMBLL1038E,5,865502,382329
92806WLLRD1250N,9,1175034,335136
28092JPSCN2130E,4,811402,352545
62526DMMSN900EA,5,880000,390000
49548LFSMN34532,5,853100,455200
28501DLYHRNEUSE,4,773235,350445
7970WQKRTM3517W,6,,
66012DMXNC800WE,7,940736,391638
4813WLCMNF8763D,5,,
95008KKMNF1500D,9,1215717,371641
03062XLCRP25PRO,1,712929,424428
4816WHNRBC3SHIL,5,,
7974WJMSLK241FM,6,,
54771STLLF505NA,5,904820,445754
99347WLBRLHWY12,10,1174800,463730
49507LDYMN210HA,5,854037,425649
74008MRCNF14602,6,955310,355715
84119FBRNT643WE,8,1115432,404105
17233JLGNDJLGDR,3,0,0
19014LLYSR121NC,3,752413,395113
29715BLDRL2499D,4,805637,350259
50588BLMRF315VI,7,951100,423810
7975WMNTNG2261P,6,,
17022HRTGM800SO,3,763614,400842
32920CSTLF8954N,4,803609,282424
46898PRCSN1430P,5,850945,410723
47802GRTLN330GR,5,872453,392633
91950HCKNG2121H,9,1170618,323948
17547NWJRSSDECA,3,753315,403105
7130WRNKRL8PRTR,6,,
23452HRMSB524VI,3,760350,364923
43971WHLNG219PU,5,804211,400936
97402WLLMT2395W,10,1230744,440314
91605WHTTK12838,9,1182420,341320
02863WHTTT33HIG,1,712320,415315
53024THJRM704TE,5,875713,431950
7977WRMSYG231CU,6,,
60426WHTNG15700,5,873823,413619
80216DNLRD5000C,8,1242238,781054
45640LCHMF14782,5,824049,393145
16505GNRLP1702P,3,800834,420556
26062LPPTF1000H,3,803714,402327
48192WHTNG20501,5,501013,895050
62040MDWST9KONZ,5,900800,384440
43213CNMST555NO,5,825319,395910
66441RMRSW1920L,7,965151,390101
16365WHRLY618FO,3,791600,415100
97128DNSFD2046N,10,1231003,451321
30279STNDR832EA,4,834307,333854
91702JHNSN16057,9,1175528,340801
02703JSTNSFRANK,1,711852,415538
38138JSTNS8300W,4,894710,350255
19114WHTMN9701R,3,363312,534319
48622RNSLC505HO,5,845220,435028
51510PXTNV5THAV,7,955526,411640
49004HRCLS411HE,5,853426,421929
33912JHNSN2131A,4,815157,263205
24426HRCLSEDGEM,3,795945,374535
07847HRCLSHOWAR,2,743800,405250
75050CTLRH110AV,6,970225,324724
07033WHTTL40BOR,2,741809,404058
39701JHNST1402W,4,882320,333039
4621WDVNCD185EX,5,,
04043FBRGLALOWI,1,702945,432715
80215CBSTR11308,8,1050710,394405
61742DMXXXPOBOX,5,891500,405230
84339MVMWL185E3,8,1115520,413847
7440WPCCNT1198S,6,0,0
79938LPSRF4200J,6,1061514,314925
5309WFTMNF215ST,5,,
36505MSDVT124HW,4,,
35957HMSFL410HE,4,861015,341015
85225RDMNH400ER,9,1115000,331916
29702NDSTR360OS,4,813012,350730
0079WBRDSHPARQU,2,0,0
74820JPMCNONEGE,6,963844,344714
0098WCRTSNCUATR,2,0,0
96749PNGNRPUNAM,9,1550154,193803
48309MSTRC2930A,5,831129,423808
92111JHNHH6911C,9,1170900,320500
14623JHNHH70MET,2,773702,430544
44060STRSC6515H,5,811831,414136
72104CMBRCGRIGS,6,924951,342119
46242MRMTL1800S,5,861306,394419
7242WCDLLP31EAS,6,,
95380FSTRT711FS,9,1205042,372913
74066FBSCS200NO,6,960510,355805
01104WSTVC31131,1,723246,420802
85713QLNTC3735S,9,1103212,320900
06040PHLCB203PR,1,723000,414817
85225STHWS2885N,9,1115004,332118
8052WDRKRD3EAST,8,0,0
17570JHNFC156WH,3,763434,400707
28637HNRYLHWY70,4,802552,354312
29602STHCRWAREH,4,822021,345355
07647TKSGN267UN,2,735400,410000
75148TXSCLWBART,6,960105,320745
57106DKTTREXIT7,8,964801,432705
98065WYRDH7001S,10,1214845,473230
33566LMXXTINDUS,4,820949,275908
45431DPNCX5300H,5,840701,394706
23944RYLKNHWY13,3,780505,365656
79360DDNSW2800S,6,1023840,324159
92507LMXML1495C,9,1172029,340009
4724WBDYCT193NR,5,,
49424TYSNF284RO,5,860549,424814
10701TCDNH581SA,2,735230,405730
06795HNLPN401PA,1,730516,413722
32043CRLSL4035R,4,813952,295902
7516WCRDNL21CAR,6,,
8062WDCPMD911CU,8,,
32347LMNMF300IN,4,833520,300540
76702PLNTTLAKES,6,970800,313700
7520WTXCRN58CRI,6,,
43551MSTRC501WE,5,833751,413230
35211BRMNG24002,4,865241,332735
77028RLNCN6901C,6,951808,294802
14206DRLNG2000W,2,784720,425315
44109DRLNG908DE,5,814055,412655
90023LCTRM3349U,9,,
89003GLMSD5MILE,9,1164009,365351
75227MSTRH8431H,6,964035,324628
61364STRCK1807N,5,885009,410829
29169JHNHH3430P,4,810730,335730
46221LMNMF624SO,5,861148,394530
8074WLLLGS62199,8,,
85233FBRFB636WC,9,1114545,332130
7504WJLDWN449AC,6,,
34640HNFLT3001U,4,824505,275335
18840RYNNMNORTH,3,763056,415918
8049WPKSLV28755,8,,
02631CPCDR4053M,1,700046,414630
38372WDCRS445AR,4,881317,351003
8431WHYRMH41NRT,8,,
53083PLSTC2732N,5,874339,434631
30268SPRLN625MA,4,843950,333126
89030THRMF4ARCA,9,1150712,361357
3515WMRCNF114WY,4,,
75243DRSNF13532,6,964514,325549
68067CRCLR102SL,7,962910,420850
60033MTRLN2001N,5,883513,422518
63026CHRYS1001N,7,902720,383240
75946CMBRC257BR,6,943031,315017
5707WCMPLS1CATT,8,,
90222TNMCC417EA,9,1181230,335229
8165WWLLWC2219C,8,,
78227BSCHL5335C,6,983533,292436
02780PMSTR355CO,1,710826,415718
43019FTPRC9731M,5,823353,402851
92670THHRT900SO,9,1174927,335148
53085RCHRDHIGHW,5,874940,434318
45107WLKRW940EA,5,835846,391722
54914MLLRL1919W,5,882612,441537
27261WFMCK1305T,4,800108,355530
56058DCTLC1100N,5,935417,442831
16201DLBKC904FR,3,794011,404208
07207HYWRD628HE,2,741350,404015
58201GSCGDRR1BO,8,970805,475944
45044XRXCR6500S,5,842409,392654
11740HZLTLCUBAH,2,732208,405152
06051MCRST206NE,1,724524,414022
55111NRTHW5101N,5,931314,445245
43723MNGRM60800,5,813500,395800
49461SPRYF1700S,5,862008,432317
48867MRMND1655I,5,840915,425853
19505CMPBLSPRIN,3,753737,402221
60188TRNST475NG,5,880714,415453
31419RGRWD1313M,4,1111111,1111111
08861MRDHSSMITH,2,741730,403042
76801SPRRCMORRI,6,985839,314035
44805HDSTR710OR,5,822154,405230
37066PRCSN430CA,4,862902,362245
60188THVLS725KI,5,880646,415456
03839BRXND253RO,1,705709,431333
53714GGSNC4101R,5,891848,430533
91789CMXCN293CU,9,,
96707HWNCM91055,9,150700,211900
98421CTYFT1171T,10,1222341,71632
19706DPNTR766GV,3,0,0
44111CLDCH19218,5,813233,413411
07114BPXPLBLDG3,2,740815,404151
37405CHTTN817PI,4,852017,350411
39401HTTSBLAKEA,4,892045,312101
85007NNVTV2575S,9,1120520,302519
0564WVRMNT4PITM,1,,
3866WSCHLT11SCH,4,,
49601PLSTR6007T,5,852500,441600
23228HSKLL6119S,3,772946,373643
17963PNGRV2PLEA,3,762247,403320
30622MRFNS235CO,4,832853,335632
53186GSCGN134SW,5,,
28722HTCHPHIGHW,4,821115,351530
37148SRSMT105CH,4,863159,363559
44087FRSTM1665E,5,812740,411734
97071PTRCK3099N,10,1224923,450938
30083TBCCX4649L,4,841158,334944
06070THNSG660HO,1,724820,415200
8401WTKRSPPBX16,8,,
8404WSCHFF325SG,8,,
12144MRDHS367AM,2,734536,423648
75233TXSFB2929G,6,965205,324306
70719HRRYL5133S,6,911400,302200
32808CNTRL4170M,4,812000,283207
17102BYRTW1501N,3,765304,401626
